full_name,age_range,current_status,work_style,career_inclination,highest_qualification,field_of_study,performance,key_subjects,technical_skills,skill_levels,tools,logical_thinking,mathematical_ability,communication,creativity,problem_solving,work_preference,learning_style,top_career_1,top_career_2,top_career_3,top_career_1_score,top_career_2_score,top_career_3_score,top_career_1_salary,top_career_2_salary,top_career_3_salary
user_3407,26-30,Student,Analytical,Business,Bachelor,Computer Science,Average,"['Computer Science', 'Biology']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Advanced', 'Writing': 'Beginner', 'Networking': 'Beginner'}",['Excel'],8,6,5,8,9,Individual Work,Mixed,Business Analyst,HR Manager,Marketing Manager,0.76,0.8,0.52,135729,60001,63044
user_4698,22-26,Graduate,Analytical,Business,Intermediate,Arts,Low,"['Math', 'Computer Science']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Intermediate', 'Writing': 'Beginner', 'Networking': 'Beginner'}",['Excel'],9,5,5,7,8,Individual Work,Mixed,HR Manager,Marketing Manager,Business Analyst,0.71,0.84,0.54,138060,87228,109897
user_6405,18-22,Working,Analytical,Science / Research,Bachelor,Computer Science,Average,"['Biology', 'Arts']","['Data Analysis', 'Programming']","{'Data Analysis': 'Intermediate', 'Programming': 'Advanced'}","['Python', 'Excel']",8,10,8,5,8,Individual Work,Mixed,Lab Analyst,Research Scientist,Data Researcher,0.81,0.68,0.69,112038,125754,62658
user_8809,18-22,Student,Social,Arts / Design,Intermediate,Biology,High,"['Computer Science', 'Biology']","['Graphic Design', 'Writing']","{'Graphic Design': 'Advanced', 'Writing': 'Intermediate'}",['Canva'],10,4,4,10,5,Team Work,Mixed,UI/UX Designer,Graphic Designer,Content Creator,0.84,0.83,0.58,141371,102506,95018
user_6324,22-26,Student,Analytical,Healthcare,Intermediate,Arts,Average,"['Math', 'Physics']","['Writing', 'Data Analysis']","{'Writing': 'Advanced', 'Data Analysis': 'Intermediate'}",['Excel'],6,8,4,7,5,Individual Work,Mixed,Nurse,Doctor,Biomedical Scientist,0.93,0.72,0.55,106756,101687,113827
user_7954,22-26,Working,Technical,Arts / Design,Bachelor,Biology,High,"['Physics', 'Math']","['Graphic Design', 'Writing']","{'Graphic Design': 'Advanced', 'Writing': 'Intermediate'}",['Canva'],5,9,6,6,6,Individual Work,Theoretical,Content Creator,Graphic Designer,UI/UX Designer,0.84,0.77,0.56,79065,93270,119191
user_1062,18-22,Graduate,Social,Arts / Design,Master,Business,Low,"['Arts', 'Business']","['Graphic Design', 'Writing']","{'Graphic Design': 'Advanced', 'Writing': 'Intermediate'}",['Canva'],8,7,10,10,7,Individual Work,Theoretical,Graphic Designer,UI/UX Designer,Content Creator,0.9,0.65,0.6,145904,100495,69994
user_3144,18-22,Working,Technical,Healthcare,Bachelor,Computer Science,High,"['Arts', 'Math']","['Writing', 'Data Analysis']","{'Writing': 'Advanced', 'Data Analysis': 'Advanced'}",['Excel'],8,10,9,7,10,Individual Work,Practical,Doctor,Pharmacist,Nurse,0.84,0.71,0.55,61361,122449,107009
user_4966,22-26,Student,Technical,Healthcare,Bachelor,Arts,Low,"['Computer Science', 'Math']","['Writing', 'Data Analysis']","{'Writing': 'Intermediate', 'Data Analysis': 'Beginner'}",['Excel'],9,4,8,7,7,Team Work,Practical,Nurse,Biomedical Scientist,Pharmacist,0.85,0.81,0.75,138051,95710,86894
user_3288,18-22,Graduate,Technical,Science / Research,Master,Business,Average,"['Arts', 'Computer Science']","['Data Analysis', 'Programming']","{'Data Analysis': 'Intermediate', 'Programming': 'Intermediate'}","['Python', 'Excel']",10,10,10,6,5,Team Work,Theoretical,Lab Analyst,Research Scientist,Data Researcher,0.95,0.63,0.67,79934,76392,75690
user_1557,22-26,Student,Analytical,Science / Research,Bachelor,Arts,Average,"['Business', 'Computer Science']","['Data Analysis', 'Programming']","{'Data Analysis': 'Beginner', 'Programming': 'Beginner'}","['Python', 'Excel']",10,7,4,6,9,Individual Work,Mixed,Research Scientist,Lab Analyst,Data Researcher,0.73,0.65,0.71,73506,64445,83969
user_7657,22-26,Graduate,Analytical,IT / Tech,Intermediate,Computer Science,Low,"['Physics', 'Math']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Beginner'}","['Python', 'React']",8,4,8,9,6,Team Work,Theoretical,Software Engineer,AI Engineer,Cyber Security Analyst,0.8,0.77,0.71,112899,92912,104547
user_7818,18-22,Working,Social,IT / Tech,Master,Arts,Average,"['Arts', 'Computer Science']","['Programming', 'Data Analysis']","{'Programming': 'Beginner', 'Data Analysis': 'Beginner'}","['Python', 'React']",5,6,10,10,8,Individual Work,Practical,AI Engineer,Data Scientist,Cyber Security Analyst,0.72,0.67,0.69,107284,112923,87828
user_3097,26-30,Student,Creative,Science / Research,Intermediate,Arts,High,"['Biology', 'Math']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Advanced'}","['Python', 'Excel']",8,8,7,5,9,Individual Work,Mixed,Data Researcher,Lab Analyst,Research Scientist,0.8,0.75,0.7,101163,83992,108962
user_8669,26-30,Student,Creative,Arts / Design,Intermediate,Business,Low,"['Biology', 'Arts']","['Graphic Design', 'Writing']","{'Graphic Design': 'Intermediate', 'Writing': 'Advanced'}",['Canva'],8,5,5,7,5,Individual Work,Mixed,Graphic Designer,UI/UX Designer,Content Creator,0.94,0.66,0.68,141506,114389,57585
user_7061,22-26,Working,Creative,Healthcare,Bachelor,Arts,Average,"['Business', 'Biology']","['Writing', 'Data Analysis']","{'Writing': 'Intermediate', 'Data Analysis': 'Intermediate'}",['Excel'],7,6,9,7,10,Individual Work,Theoretical,Pharmacist,Biomedical Scientist,Doctor,0.81,0.74,0.73,69379,89502,79142
user_1201,22-26,Working,Social,Arts / Design,Bachelor,Business,High,"['Business', 'Arts']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Advanced'}",['Canva'],7,6,4,7,6,Team Work,Theoretical,Graphic Designer,UI/UX Designer,Content Creator,0.78,0.72,0.68,121774,81690,75312
user_5540,18-22,Graduate,Social,Healthcare,Master,Business,Average,"['Biology', 'Physics']","['Writing', 'Data Analysis']","{'Writing': 'Beginner', 'Data Analysis': 'Advanced'}",['Excel'],8,7,6,4,5,Individual Work,Mixed,Biomedical Scientist,Doctor,Pharmacist,0.77,0.61,0.74,123279,60931,50705
user_8173,18-22,Working,Social,Healthcare,Intermediate,Arts,Low,"['Physics', 'Biology']","['Writing', 'Data Analysis']","{'Writing': 'Intermediate', 'Data Analysis': 'Intermediate'}",['Excel'],9,5,6,8,8,Team Work,Theoretical,Nurse,Doctor,Pharmacist,0.84,0.76,0.79,134885,113257,109682
user_8626,22-26,Student,Creative,IT / Tech,Master,Business,Average,"['Biology', 'Math']","['Programming', 'Data Analysis']","{'Programming': 'Beginner', 'Data Analysis': 'Advanced'}","['Python', 'React']",9,6,4,9,5,Individual Work,Mixed,AI Engineer,Cyber Security Analyst,Data Scientist,0.83,0.7,0.67,73480,109683,115013
user_5928,22-26,Working,Technical,Healthcare,Intermediate,Biology,Low,"['Biology', 'Computer Science']","['Writing', 'Data Analysis']","{'Writing': 'Beginner', 'Data Analysis': 'Intermediate'}",['Excel'],7,5,9,5,5,Team Work,Practical,Nurse,Pharmacist,Doctor,0.79,0.61,0.66,144280,113707,101226
user_7834,18-22,Working,Social,Science / Research,Intermediate,Biology,Low,"['Math', 'Business']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Beginner'}","['Python', 'Excel']",9,6,9,5,10,Team Work,Mixed,Data Researcher,Lab Analyst,Research Scientist,0.77,0.74,0.64,63311,110743,111023
user_6963,22-26,Student,Analytical,Business,Master,Business,Average,"['Biology', 'Business']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Beginner', 'Writing': 'Beginner', 'Networking': 'Beginner'}",['Excel'],7,7,6,5,9,Team Work,Practical,Marketing Manager,HR Manager,Business Analyst,0.8,0.8,0.65,61722,102476,108347
user_1988,26-30,Graduate,Social,IT / Tech,Bachelor,Business,Low,"['Math', 'Physics']","['Programming', 'Data Analysis']","{'Programming': 'Beginner', 'Data Analysis': 'Intermediate'}","['Python', 'React']",7,6,7,7,7,Individual Work,Mixed,Cyber Security Analyst,Data Scientist,Software Engineer,0.93,0.66,0.65,115197,116422,40896
user_9882,26-30,Graduate,Analytical,Arts / Design,Bachelor,Arts,Average,"['Business', 'Arts']","['Graphic Design', 'Writing']","{'Graphic Design': 'Intermediate', 'Writing': 'Intermediate'}",['Canva'],9,5,7,10,7,Team Work,Practical,UI/UX Designer,Content Creator,Graphic Designer,0.82,0.67,0.74,127653,81599,52191
user_4019,26-30,Graduate,Creative,Science / Research,Master,Arts,High,"['Business', 'Physics']","['Data Analysis', 'Programming']","{'Data Analysis': 'Beginner', 'Programming': 'Beginner'}","['Python', 'Excel']",5,8,4,4,6,Individual Work,Practical,Research Scientist,Data Researcher,Lab Analyst,0.77,0.78,0.79,127648,58641,58840
user_5841,22-26,Graduate,Analytical,Healthcare,Intermediate,Business,High,"['Computer Science', 'Biology']","['Writing', 'Data Analysis']","{'Writing': 'Intermediate', 'Data Analysis': 'Intermediate'}",['Excel'],8,7,10,5,10,Team Work,Mixed,Doctor,Nurse,Biomedical Scientist,0.9,0.72,0.79,78297,86873,46504
user_4027,22-26,Working,Analytical,Arts / Design,Bachelor,Computer Science,Low,"['Math', 'Arts']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Intermediate'}",['Canva'],10,9,8,6,7,Individual Work,Practical,Content Creator,Graphic Designer,UI/UX Designer,0.74,0.67,0.6,90932,123502,44774
user_7918,18-22,Graduate,Social,Science / Research,Master,Business,Average,"['Business', 'Math']","['Data Analysis', 'Programming']","{'Data Analysis': 'Beginner', 'Programming': 'Advanced'}","['Python', 'Excel']",8,5,10,6,10,Team Work,Theoretical,Lab Analyst,Data Researcher,Research Scientist,0.84,0.84,0.68,88049,90674,52249
user_5713,18-22,Student,Social,Science / Research,Intermediate,Biology,Average,"['Arts', 'Business']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Intermediate'}","['Python', 'Excel']",9,7,9,7,9,Team Work,Theoretical,Lab Analyst,Data Researcher,Research Scientist,0.93,0.68,0.74,103522,63374,84587
user_7760,26-30,Student,Technical,Healthcare,Intermediate,Business,Average,"['Physics', 'Computer Science']","['Writing', 'Data Analysis']","{'Writing': 'Advanced', 'Data Analysis': 'Advanced'}",['Excel'],9,8,4,8,5,Individual Work,Practical,Doctor,Biomedical Scientist,Pharmacist,0.82,0.76,0.8,92921,65773,46208
user_3083,18-22,Working,Technical,IT / Tech,Master,Computer Science,Low,"['Arts', 'Math']","['Programming', 'Data Analysis']","{'Programming': 'Intermediate', 'Data Analysis': 'Advanced'}","['Python', 'React']",6,6,10,4,6,Team Work,Practical,Software Engineer,AI Engineer,Cyber Security Analyst,0.71,0.76,0.6,61402,100287,65843
user_1977,18-22,Graduate,Analytical,Healthcare,Bachelor,Biology,High,"['Physics', 'Business']","['Writing', 'Data Analysis']","{'Writing': 'Advanced', 'Data Analysis': 'Advanced'}",['Excel'],6,10,10,8,8,Individual Work,Theoretical,Nurse,Pharmacist,Doctor,0.86,0.63,0.71,119870,109181,116431
user_4979,26-30,Working,Analytical,Business,Intermediate,Arts,High,"['Computer Science', 'Arts']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Beginner', 'Writing': 'Intermediate', 'Networking': 'Intermediate'}",['Excel'],9,5,7,4,8,Individual Work,Mixed,Business Analyst,Marketing Manager,HR Manager,0.78,0.7,0.76,112455,62916,41878
user_4305,18-22,Working,Creative,Arts / Design,Master,Arts,High,"['Physics', 'Biology']","['Graphic Design', 'Writing']","{'Graphic Design': 'Advanced', 'Writing': 'Intermediate'}",['Canva'],9,8,6,5,6,Team Work,Mixed,Graphic Designer,UI/UX Designer,Content Creator,0.79,0.8,0.66,60553,70247,94750
user_1480,22-26,Graduate,Analytical,Arts / Design,Master,Business,High,"['Biology', 'Computer Science']","['Graphic Design', 'Writing']","{'Graphic Design': 'Advanced', 'Writing': 'Beginner'}",['Canva'],6,10,9,9,10,Individual Work,Mixed,UI/UX Designer,Content Creator,Graphic Designer,0.83,0.74,0.63,62137,84957,75147
user_7629,18-22,Graduate,Social,IT / Tech,Master,Business,Average,"['Business', 'Computer Science']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Advanced'}","['Python', 'React']",8,7,7,5,10,Individual Work,Theoretical,Cyber Security Analyst,AI Engineer,Software Engineer,0.89,0.74,0.73,135556,119417,59080
user_5219,22-26,Student,Creative,Science / Research,Bachelor,Business,Average,"['Physics', 'Business']","['Data Analysis', 'Programming']","{'Data Analysis': 'Intermediate', 'Programming': 'Advanced'}","['Python', 'Excel']",6,10,7,6,8,Team Work,Practical,Lab Analyst,Research Scientist,Data Researcher,0.81,0.74,0.59,141490,91709,49597
user_4779,18-22,Student,Analytical,Business,Master,Business,Low,"['Computer Science', 'Physics']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Advanced', 'Writing': 'Intermediate', 'Networking': 'Intermediate'}",['Excel'],6,4,9,5,9,Team Work,Mixed,Marketing Manager,HR Manager,Business Analyst,0.71,0.68,0.72,81317,89112,50170
user_8850,18-22,Graduate,Technical,IT / Tech,Bachelor,Business,Low,"['Biology', 'Arts']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Advanced'}","['Python', 'React']",8,4,7,4,9,Team Work,Mixed,Data Scientist,AI Engineer,Software Engineer,0.71,0.83,0.67,86249,94014,97031
user_7885,18-22,Graduate,Social,Science / Research,Intermediate,Arts,Low,"['Business', 'Physics']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Advanced'}","['Python', 'Excel']",6,5,5,9,5,Team Work,Theoretical,Data Researcher,Lab Analyst,Research Scientist,0.75,0.81,0.79,89218,65075,99185
user_2214,26-30,Graduate,Creative,Arts / Design,Bachelor,Arts,Average,"['Math', 'Computer Science']","['Graphic Design', 'Writing']","{'Graphic Design': 'Intermediate', 'Writing': 'Advanced'}",['Canva'],6,8,9,4,10,Individual Work,Practical,Graphic Designer,UI/UX Designer,Content Creator,0.94,0.69,0.64,145124,109237,79305
user_5848,26-30,Student,Analytical,Business,Bachelor,Computer Science,Average,"['Physics', 'Math']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Intermediate', 'Writing': 'Advanced', 'Networking': 'Beginner'}",['Excel'],5,5,6,6,8,Team Work,Theoretical,Marketing Manager,Business Analyst,HR Manager,0.84,0.76,0.58,71418,71302,80910
user_6384,26-30,Graduate,Technical,Arts / Design,Intermediate,Business,Average,"['Arts', 'Math']","['Graphic Design', 'Writing']","{'Graphic Design': 'Advanced', 'Writing': 'Beginner'}",['Canva'],10,4,7,4,6,Individual Work,Theoretical,Content Creator,Graphic Designer,UI/UX Designer,0.85,0.82,0.66,68929,119214,117992
user_1435,22-26,Student,Creative,Business,Master,Computer Science,High,"['Biology', 'Computer Science']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Beginner', 'Writing': 'Beginner', 'Networking': 'Advanced'}",['Excel'],9,8,10,10,9,Team Work,Practical,Marketing Manager,HR Manager,Business Analyst,0.94,0.83,0.56,136483,101785,111741
user_8267,26-30,Working,Social,Science / Research,Master,Computer Science,Average,"['Computer Science', 'Business']","['Data Analysis', 'Programming']","{'Data Analysis': 'Beginner', 'Programming': 'Intermediate'}","['Python', 'Excel']",5,7,10,7,7,Team Work,Theoretical,Lab Analyst,Data Researcher,Research Scientist,0.81,0.77,0.67,133105,125166,51832
user_8251,26-30,Student,Social,Science / Research,Intermediate,Computer Science,High,"['Business', 'Computer Science']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Intermediate'}","['Python', 'Excel']",10,9,4,6,10,Team Work,Theoretical,Research Scientist,Lab Analyst,Data Researcher,0.94,0.69,0.58,107757,98617,70897
user_6543,26-30,Graduate,Social,IT / Tech,Bachelor,Computer Science,Low,"['Math', 'Computer Science']","['Programming', 'Data Analysis']","{'Programming': 'Beginner', 'Data Analysis': 'Beginner'}","['Python', 'React']",6,5,4,8,6,Team Work,Mixed,AI Engineer,Cyber Security Analyst,Software Engineer,0.89,0.74,0.56,67390,57797,65028
user_8735,26-30,Student,Technical,Healthcare,Intermediate,Business,Low,"['Computer Science', 'Math']","['Writing', 'Data Analysis']","{'Writing': 'Intermediate', 'Data Analysis': 'Intermediate'}",['Excel'],10,10,6,5,5,Team Work,Mixed,Doctor,Nurse,Biomedical Scientist,0.72,0.63,0.58,68192,125082,51872
user_9905,18-22,Graduate,Social,Healthcare,Intermediate,Biology,Average,"['Arts', 'Business']","['Writing', 'Data Analysis']","{'Writing': 'Advanced', 'Data Analysis': 'Advanced'}",['Excel'],9,10,8,10,5,Individual Work,Theoretical,Doctor,Biomedical Scientist,Pharmacist,0.71,0.8,0.79,137414,100976,67031
user_6893,22-26,Graduate,Technical,Science / Research,Master,Biology,Low,"['Math', 'Business']","['Data Analysis', 'Programming']","{'Data Analysis': 'Intermediate', 'Programming': 'Beginner'}","['Python', 'Excel']",7,6,6,6,9,Team Work,Theoretical,Data Researcher,Research Scientist,Lab Analyst,0.73,0.61,0.78,109318,87766,105601
user_4276,26-30,Working,Analytical,IT / Tech,Bachelor,Business,Low,"['Computer Science', 'Biology']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Advanced'}","['Python', 'React']",6,7,5,4,10,Individual Work,Mixed,Software Engineer,AI Engineer,Cyber Security Analyst,0.94,0.84,0.57,86341,77653,54034
user_9222,26-30,Working,Social,Healthcare,Master,Computer Science,High,"['Math', 'Computer Science']","['Writing', 'Data Analysis']","{'Writing': 'Advanced', 'Data Analysis': 'Advanced'}",['Excel'],9,4,10,6,7,Individual Work,Mixed,Doctor,Nurse,Biomedical Scientist,0.72,0.84,0.53,117351,59715,66432
user_3406,18-22,Graduate,Social,IT / Tech,Bachelor,Computer Science,Low,"['Computer Science', 'Physics']","['Programming', 'Data Analysis']","{'Programming': 'Intermediate', 'Data Analysis': 'Advanced'}","['Python', 'React']",9,8,6,7,6,Individual Work,Theoretical,Software Engineer,Cyber Security Analyst,AI Engineer,0.81,0.81,0.79,93499,76087,98260
user_4326,26-30,Graduate,Social,Healthcare,Master,Business,Low,"['Business', 'Physics']","['Writing', 'Data Analysis']","{'Writing': 'Advanced', 'Data Analysis': 'Beginner'}",['Excel'],8,7,8,6,7,Team Work,Theoretical,Biomedical Scientist,Doctor,Pharmacist,0.93,0.72,0.72,71249,121929,63493
user_4959,18-22,Graduate,Social,Business,Intermediate,Computer Science,Low,"['Biology', 'Physics']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Beginner', 'Writing': 'Advanced', 'Networking': 'Advanced'}",['Excel'],6,9,9,5,9,Individual Work,Theoretical,Marketing Manager,HR Manager,Business Analyst,0.73,0.78,0.59,80671,67927,46609
user_3302,18-22,Working,Creative,Arts / Design,Intermediate,Arts,Low,"['Physics', 'Business']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Advanced'}",['Canva'],5,8,7,4,6,Team Work,Theoretical,Content Creator,Graphic Designer,UI/UX Designer,0.91,0.72,0.79,104811,52905,68520
user_5986,26-30,Graduate,Creative,IT / Tech,Bachelor,Computer Science,Low,"['Physics', 'Biology']","['Programming', 'Data Analysis']","{'Programming': 'Beginner', 'Data Analysis': 'Advanced'}","['Python', 'React']",7,4,4,5,7,Individual Work,Mixed,Data Scientist,AI Engineer,Cyber Security Analyst,0.81,0.66,0.6,74456,110950,49721
user_3850,22-26,Student,Technical,Healthcare,Bachelor,Arts,Average,"['Computer Science', 'Arts']","['Writing', 'Data Analysis']","{'Writing': 'Advanced', 'Data Analysis': 'Beginner'}",['Excel'],5,9,10,8,8,Team Work,Mixed,Nurse,Pharmacist,Doctor,0.73,0.75,0.67,115873,74870,48392
user_2304,18-22,Graduate,Technical,Business,Bachelor,Arts,Low,"['Physics', 'Math']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Intermediate', 'Writing': 'Intermediate', 'Networking': 'Advanced'}",['Excel'],10,9,8,8,6,Team Work,Practical,Business Analyst,HR Manager,Marketing Manager,0.83,0.8,0.56,115610,89297,117474
user_5404,22-26,Graduate,Social,IT / Tech,Bachelor,Arts,High,"['Math', 'Biology']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Beginner'}","['Python', 'React']",6,8,4,4,5,Individual Work,Theoretical,Cyber Security Analyst,Data Scientist,Software Engineer,0.71,0.7,0.57,103790,71906,81966
user_1114,22-26,Graduate,Technical,Arts / Design,Intermediate,Business,High,"['Physics', 'Biology']","['Graphic Design', 'Writing']","{'Graphic Design': 'Intermediate', 'Writing': 'Advanced'}",['Canva'],8,4,8,9,9,Individual Work,Practical,Graphic Designer,Content Creator,UI/UX Designer,0.71,0.76,0.5,83562,127866,66403
user_2621,26-30,Working,Creative,IT / Tech,Bachelor,Arts,Average,"['Biology', 'Physics']","['Programming', 'Data Analysis']","{'Programming': 'Intermediate', 'Data Analysis': 'Advanced'}","['Python', 'React']",10,5,4,8,7,Individual Work,Mixed,Cyber Security Analyst,Software Engineer,AI Engineer,0.88,0.63,0.79,130450,93832,78090
user_1693,26-30,Graduate,Analytical,Business,Master,Arts,Average,"['Biology', 'Computer Science']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Beginner', 'Writing': 'Intermediate', 'Networking': 'Beginner'}",['Excel'],7,10,9,7,7,Team Work,Theoretical,Marketing Manager,Business Analyst,HR Manager,0.82,0.73,0.74,80271,112648,114381
user_8739,26-30,Working,Technical,Healthcare,Master,Business,High,"['Arts', 'Biology']","['Writing', 'Data Analysis']","{'Writing': 'Advanced', 'Data Analysis': 'Beginner'}",['Excel'],6,7,9,6,5,Individual Work,Practical,Biomedical Scientist,Pharmacist,Nurse,0.88,0.7,0.78,101079,51349,92398
user_8354,22-26,Graduate,Creative,IT / Tech,Bachelor,Biology,Average,"['Math', 'Computer Science']","['Programming', 'Data Analysis']","{'Programming': 'Beginner', 'Data Analysis': 'Advanced'}","['Python', 'React']",7,6,5,7,6,Individual Work,Mixed,AI Engineer,Data Scientist,Software Engineer,0.79,0.85,0.59,87624,87740,97746
user_3742,22-26,Student,Technical,Science / Research,Intermediate,Arts,Low,"['Math', 'Business']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Intermediate'}","['Python', 'Excel']",10,4,8,9,5,Individual Work,Mixed,Research Scientist,Data Researcher,Lab Analyst,0.85,0.83,0.55,113112,126716,84556
user_8584,22-26,Graduate,Technical,Arts / Design,Master,Business,High,"['Physics', 'Arts']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Intermediate'}",['Canva'],7,8,6,9,7,Individual Work,Practical,Graphic Designer,Content Creator,UI/UX Designer,0.8,0.73,0.54,119532,110174,68461
user_4835,26-30,Working,Analytical,Arts / Design,Intermediate,Computer Science,Average,"['Physics', 'Business']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Intermediate'}",['Canva'],7,8,7,4,8,Team Work,Practical,UI/UX Designer,Graphic Designer,Content Creator,0.71,0.66,0.61,142324,54172,68159
user_7627,26-30,Graduate,Analytical,Business,Intermediate,Arts,High,"['Biology', 'Computer Science']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Intermediate', 'Writing': 'Advanced', 'Networking': 'Advanced'}",['Excel'],9,7,9,10,7,Team Work,Theoretical,HR Manager,Marketing Manager,Business Analyst,0.89,0.69,0.56,81567,80788,88983
user_9571,22-26,Graduate,Analytical,IT / Tech,Intermediate,Business,Average,"['Physics', 'Computer Science']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Advanced'}","['Python', 'React']",6,4,6,10,8,Team Work,Practical,AI Engineer,Software Engineer,Cyber Security Analyst,0.85,0.67,0.61,123304,88183,110372
user_9573,22-26,Graduate,Creative,IT / Tech,Bachelor,Business,High,"['Computer Science', 'Arts']","['Programming', 'Data Analysis']","{'Programming': 'Intermediate', 'Data Analysis': 'Advanced'}","['Python', 'React']",5,8,5,6,8,Individual Work,Mixed,AI Engineer,Data Scientist,Cyber Security Analyst,0.82,0.8,0.74,95395,73835,94909
user_3712,18-22,Student,Analytical,Science / Research,Master,Arts,Low,"['Arts', 'Computer Science']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Intermediate'}","['Python', 'Excel']",6,9,8,9,8,Team Work,Practical,Lab Analyst,Research Scientist,Data Researcher,0.82,0.77,0.53,126143,114215,112130
user_5784,26-30,Graduate,Social,Healthcare,Master,Biology,Average,"['Math', 'Arts']","['Writing', 'Data Analysis']","{'Writing': 'Beginner', 'Data Analysis': 'Beginner'}",['Excel'],6,8,7,9,8,Individual Work,Theoretical,Doctor,Biomedical Scientist,Nurse,0.84,0.72,0.57,60087,98426,99192
user_9193,26-30,Graduate,Social,IT / Tech,Intermediate,Arts,Average,"['Computer Science', 'Biology']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Advanced'}","['Python', 'React']",8,5,7,6,8,Team Work,Practical,Software Engineer,Cyber Security Analyst,Data Scientist,0.77,0.63,0.7,63152,68794,103369
user_9925,18-22,Student,Analytical,Science / Research,Intermediate,Business,Low,"['Biology', 'Physics']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Beginner'}","['Python', 'Excel']",10,10,9,5,9,Team Work,Mixed,Research Scientist,Lab Analyst,Data Researcher,0.87,0.69,0.64,149831,114109,61331
user_2127,22-26,Student,Analytical,IT / Tech,Master,Arts,High,"['Biology', 'Math']","['Programming', 'Data Analysis']","{'Programming': 'Beginner', 'Data Analysis': 'Beginner'}","['Python', 'React']",7,8,9,7,10,Team Work,Theoretical,Data Scientist,AI Engineer,Cyber Security Analyst,0.79,0.77,0.69,110745,73674,87608
user_3858,18-22,Student,Creative,Business,Master,Arts,High,"['Physics', 'Biology']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Beginner', 'Writing': 'Beginner', 'Networking': 'Intermediate'}",['Excel'],9,8,7,7,8,Individual Work,Theoretical,Marketing Manager,Business Analyst,HR Manager,0.95,0.7,0.52,129470,95322,81364
user_8398,26-30,Student,Social,Healthcare,Intermediate,Business,Average,"['Biology', 'Physics']","['Writing', 'Data Analysis']","{'Writing': 'Beginner', 'Data Analysis': 'Intermediate'}",['Excel'],8,8,10,8,6,Individual Work,Practical,Biomedical Scientist,Pharmacist,Doctor,0.91,0.6,0.51,90571,102737,92369
user_5159,26-30,Working,Creative,Healthcare,Bachelor,Biology,Average,"['Math', 'Physics']","['Writing', 'Data Analysis']","{'Writing': 'Beginner', 'Data Analysis': 'Advanced'}",['Excel'],9,5,7,8,10,Team Work,Practical,Pharmacist,Biomedical Scientist,Nurse,0.91,0.67,0.67,101320,103827,91729
user_7025,26-30,Student,Social,Business,Intermediate,Computer Science,Average,"['Computer Science', 'Physics']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Advanced', 'Writing': 'Intermediate', 'Networking': 'Beginner'}",['Excel'],6,4,5,6,7,Team Work,Mixed,Business Analyst,HR Manager,Marketing Manager,0.74,0.61,0.79,96426,117195,56490
user_2514,26-30,Working,Analytical,Business,Master,Biology,High,"['Business', 'Arts']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Intermediate', 'Writing': 'Advanced', 'Networking': 'Intermediate'}",['Excel'],6,7,10,9,7,Individual Work,Practical,Business Analyst,HR Manager,Marketing Manager,0.76,0.71,0.77,99484,86657,57158
